Potential applied (V),WE(1).Base.Potential (V),WE(1).Base.Current (A),WE(1).Pulse.Current (A),WE(1).δ.Current (A)
-0.099945068359375,-0.09979248046875,-4.3646240234375E-06,4.10552978515625E-05,4.5419921875E-05
-0.09490966796875,-0.094696044921875,-2.76214599609375E-06,4.2144775390625E-05,4.49069213867188E-05
-0.089874267578125,-0.089630126953125,-1.63604736328125E-06,4.2694091796875E-05,4.43301391601562E-05
-0.0848388671875,-0.084686279296875,-7.95898437500001E-07,4.3060302734375E-05,4.3856201171875E-05
-0.079803466796875,-0.07958984375,-1.4312744140625E-07,4.3243408203125E-05,4.33865356445313E-05
-0.07476806640625,-0.074554443359375,3.8909912109375E-07,4.33349609375E-05,4.29458618164063E-05
-0.069732666015625,-0.069549560546875,8.28857421875E-07,4.3365478515625E-05,4.253662109375E-05
-0.064697265625,-0.064453125,1.19873046875E-06,4.3426513671875E-05,4.2227783203125E-05
-0.059661865234375,-0.059478759765625,1.51641845703125E-06,4.351806640625E-05,4.20016479492188E-05
-0.05462646484375,-0.054473876953125,1.80084228515625E-06,4.3701171875E-05,4.19003295898438E-05
-0.049591064453125,-0.0494232177734375,2.0587158203125E-06,4.3975830078125E-05,4.19171142578125E-05
-0.0445556640625,-0.0444091796875,2.29522705078125E-06,4.43115234375E-05,4.20162963867188E-05
-0.039520263671875,-0.039404296875,2.52471923828125E-06,4.4769287109375E-05,4.22445678710938E-05
-0.03448486328125,-0.034356689453125,2.75238037109375E-06,4.534912109375E-05,4.25967407226563E-05
-0.029449462890625,-0.0293365478515625,2.9888916015625E-06,4.60205078125E-05,4.30316162109375E-05
-0.0244140625,-0.0242889404296875,3.238525390625E-06,4.6844482421875E-05,4.360595703125E-05
-0.019378662109375,-0.0192718505859375,3.5107421875E-06,4.78515625E-05,4.43408203125E-05
-0.01434326171875,-0.014215087890625,3.83392333984375E-06,4.89501953125E-05,4.51162719726562E-05
-0.009307861328125,-0.00919494628906251,4.20562744140625E-06,5.023193359375E-05,4.60263061523438E-05
-0.0042724609375,-0.004150390625,4.644775390625E-06,5.16357421875E-05,4.6990966796875E-05
0.000762939453125,0.000903320312499997,5.157470703125E-06,5.316162109375E-05,4.8004150390625E-05
0.00579833984375,0.00594482421875001,5.77392578125E-06,5.48095703125E-05,4.903564453125E-05
0.010833740234375,0.010980224609375,6.488037109375E-06,5.645751953125E-05,4.9969482421875E-05
0.015869140625,0.016033935546875,7.2967529296875E-06,5.810546875E-05,5.08087158203125E-05
0.020904541015625,0.021038818359375,8.2061767578125E-06,5.963134765625E-05,5.14251708984375E-05
0.02593994140625,0.0260894775390625,9.1888427734375E-06,6.103515625E-05,5.18463134765625E-05
0.030975341796875,0.0311279296875,1.0211181640625E-05,6.2164306640625E-05,5.1953125E-05
0.0360107421875,0.0361724853515625,1.12548828125E-05,6.3018798828125E-05,5.1763916015625E-05
0.041046142578125,0.0411865234375,1.22833251953125E-05,6.365966796875E-05,5.13763427734375E-05
0.04608154296875,0.0462310791015625,1.32720947265625E-05,6.396484375E-05,5.06927490234375E-05
0.051116943359375,0.05108642578125,1.4190673828125E-05,6.40869140625E-05,4.9896240234375E-05
0.05615234375,0.05609130859375,1.5032958984375E-05,6.3995361328125E-05,4.896240234375E-05
0.061187744140625,0.061126708984375,1.57806396484375E-05,6.38427734375E-05,4.80621337890625E-05
0.06622314453125,0.066162109375,1.64398193359375E-05,6.3629150390625E-05,4.71893310546875E-05
0.071258544921875,0.0711669921875,1.70074462890625E-05,6.3507080078125E-05,4.64996337890625E-05
0.0762939453125,0.07623291015625,1.75079345703125E-05,6.34765625E-05,4.59686279296875E-05
0.081329345703125,0.08123779296875,1.7950439453125E-05,6.365966796875E-05,4.5709228515625E-05
0.08636474609375,0.0863037109375,1.83349609375E-05,6.40869140625E-05,4.5751953125E-05
0.091400146484375,0.09130859375,1.86920166015625E-05,6.48193359375E-05,4.61273193359375E-05
0.096435546875,0.096405029296875,1.9049072265625E-05,6.585693359375E-05,4.6807861328125E-05
0.101470947265625,0.1014404296875,1.94183349609375E-05,6.7291259765625E-05,4.78729248046875E-05
0.10650634765625,0.10638427734375,1.983642578125E-05,6.903076171875E-05,4.91943359375E-05
0.111541748046875,0.111419677734375,2.03155517578125E-05,7.1136474609375E-05,5.08209228515625E-05
0.1165771484375,0.11651611328125,2.0892333984375E-05,7.342529296875E-05,5.2532958984375E-05
0.121612548828125,0.12152099609375,2.1575927734375E-05,7.5897216796875E-05,5.43212890625E-05
0.12664794921875,0.12652587890625,2.23846435546875E-05,7.8399658203125E-05,5.60150146484375E-05
0.131683349609375,0.131561279296875,2.327880859375E-05,8.0810546875E-05,5.753173828125E-05
0.13671875,0.1365966796875,2.4261474609375E-05,8.30078125E-05,5.8746337890625E-05
0.141754150390625,0.141571044921875,2.53082275390625E-05,8.48388671875E-05,5.95306396484375E-05
0.14678955078125,0.14666748046875,2.63519287109375E-05,8.63037109375E-05,5.99517822265625E-05
0.151824951171875,0.15167236328125,2.7374267578125E-05,8.72802734375E-05,5.9906005859375E-05
0.1568603515625,0.15667724609375,2.83355712890625E-05,8.7860107421875E-05,5.95245361328125E-05
0.161895751953125,0.1617431640625,2.9205322265625E-05,8.795166015625E-05,5.8746337890625E-05
0.16693115234375,0.16680908203125,2.99591064453125E-05,8.7646484375E-05,5.76873779296875E-05
0.171966552734375,0.171783447265625,3.05938720703125E-05,8.7005615234375E-05,5.64117431640625E-05
0.177001953125,0.17681884765625,3.10943603515625E-05,8.6090087890625E-05,5.49957275390625E-05
0.182037353515625,0.181854248046875,3.14849853515625E-05,8.4930419921875E-05,5.34454345703125E-05
0.18707275390625,0.186920166015625,3.17596435546875E-05,8.3587646484375E-05,5.18280029296875E-05
0.192108154296875,0.191925048828125,3.19427490234375E-05,8.21533203125E-05,5.02105712890625E-05
0.1971435546875,0.196929931640625,3.203125E-05,8.0657958984375E-05,4.8626708984375E-05
0.202178955078125,0.201934814453125,3.2049560546875E-05,7.9132080078125E-05,4.708251953125E-05
0.20721435546875,0.206939697265625,3.19915771484375E-05,7.7606201171875E-05,4.56146240234375E-05
0.212249755859375,0.2120361328125,3.18817138671875E-05,7.6141357421875E-05,4.42596435546875E-05
0.21728515625,0.217010498046875,3.1719970703125E-05,7.470703125E-05,4.2987060546875E-05
0.222320556640625,0.222076416015625,3.15185546875E-05,7.3333740234375E-05,4.1815185546875E-05
0.22735595703125,0.227081298828125,3.12744140625E-05,7.2021484375E-05,4.07470703125E-05
0.232391357421875,0.232177734375,3.10028076171875E-05,7.0770263671875E-05,3.97674560546875E-05
0.2374267578125,0.2371826171875,3.07159423828125E-05,6.9580078125E-05,3.88641357421875E-05
0.242462158203125,0.242218017578125,3.03955078125E-05,6.842041015625E-05,3.802490234375E-05
0.24749755859375,0.247222900390625,3.00537109375E-05,6.7352294921875E-05,3.7298583984375E-05
0.252532958984375,0.25225830078125,2.969970703125E-05,6.62841796875E-05,3.658447265625E-05
0.257568359375,0.25726318359375,2.933349609375E-05,6.53076171875E-05,3.597412109375E-05
0.262603759765625,0.2623291015625,2.89642333984375E-05,6.4361572265625E-05,3.53973388671875E-05
0.26763916015625,0.267364501953125,2.85888671875E-05,6.34765625E-05,3.48876953125E-05
0.272674560546875,0.272369384765625,2.82196044921875E-05,6.26220703125E-05,3.44024658203125E-05
0.2777099609375,0.27740478515625,2.784423828125E-05,6.1859130859375E-05,3.4014892578125E-05
0.282745361328125,0.28240966796875,2.74871826171875E-05,6.1126708984375E-05,3.36395263671875E-05
0.28778076171875,0.2874755859375,2.7142333984375E-05,6.048583984375E-05,3.3343505859375E-05
