Potential applied (V),WE(1).Base.Potential (V),WE(1).Base.Current (A),WE(1).Pulse.Current (A),WE(1).δ.Current (A)
-0.099945068359375,-0.099761962890625,-5.224609375E-06,3.8214111328125E-05,4.3438720703125E-05
-0.09490966796875,-0.094635009765625,-3.590087890625E-06,3.936767578125E-05,4.2957763671875E-05
-0.089874267578125,-0.08966064453125,-2.4163818359375E-06,4.00390625E-05,4.24554443359375E-05
-0.0848388671875,-0.08465576171875,-1.53594970703125E-06,4.04571533203125E-05,4.19931030273438E-05
-0.079803466796875,-0.07958984375,-8.40148925781251E-07,4.07012939453125E-05,4.15414428710938E-05
-0.07476806640625,-0.0745849609375,-2.67944335937501E-07,4.08538818359375E-05,4.1121826171875E-05
-0.069732666015625,-0.069580078125,2.01416015625E-07,4.09210205078125E-05,4.07196044921875E-05
-0.064697265625,-0.06451416015625,5.94482421875001E-07,4.1015625E-05,4.0421142578125E-05
-0.059661865234375,-0.05950927734375,9.4573974609375E-07,4.11376953125E-05,4.01919555664063E-05
-0.05462646484375,-0.054473876953125,1.24969482421875E-06,4.1314697265625E-05,4.00650024414063E-05
-0.049591064453125,-0.049462890625,1.52069091796875E-06,4.15374755859375E-05,4.00167846679687E-05
-0.0445556640625,-0.0444305419921875,1.77337646484375E-06,4.18548583984375E-05,4.00814819335938E-05
-0.039520263671875,-0.039385986328125,1.9989013671875E-06,4.227294921875E-05,4.02740478515625E-05
-0.03448486328125,-0.0343292236328125,2.22900390625E-06,4.27825927734375E-05,4.05535888671875E-05
-0.029449462890625,-0.0293182373046875,2.45208740234375E-06,4.34051513671875E-05,4.09530639648438E-05
-0.0244140625,-0.024298095703125,2.686767578125E-06,4.412841796875E-05,4.1441650390625E-05
-0.019378662109375,-0.01925048828125,2.93731689453125E-06,4.50439453125E-05,4.21066284179688E-05
-0.01434326171875,-0.014215087890625,3.22967529296875E-06,4.6051025390625E-05,4.28213500976563E-05
-0.009307861328125,-0.00916748046875,3.5516357421875E-06,4.7210693359375E-05,4.36590576171875E-05
-0.0042724609375,-0.00414123535156249,3.93829345703125E-06,4.8492431640625E-05,4.45541381835938E-05
0.000762939453125,0.000903320312499997,4.3963623046875E-06,4.9896240234375E-05,4.54998779296875E-05
0.00579833984375,0.00596008300781251,4.925537109375E-06,5.1300048828125E-05,4.637451171875E-05
0.010833740234375,0.010986328125,5.5450439453125E-06,5.2764892578125E-05,4.72198486328125E-05
0.015869140625,0.016021728515625,6.2530517578125E-06,5.413818359375E-05,4.78851318359375E-05
0.020904541015625,0.021075439453125,7.037353515625E-06,5.5419921875E-05,4.8382568359375E-05
0.02593994140625,0.026123046875,7.8948974609375E-06,5.6488037109375E-05,4.85931396484375E-05
0.030975341796875,0.0311309814453125,8.782958984375E-06,5.7281494140625E-05,4.849853515625E-05
0.0360107421875,0.0361602783203125,9.68017578125E-06,5.780029296875E-05,4.81201171875E-05
0.041046142578125,0.041192626953125,1.0546875E-05,5.804443359375E-05,4.749755859375E-05
0.04608154296875,0.0462371826171875,1.136474609375E-05,5.79833984375E-05,4.661865234375E-05
0.051116943359375,0.051116943359375,1.2103271484375E-05,5.77392578125E-05,4.5635986328125E-05
0.05615234375,0.056121826171875,1.275634765625E-05,5.7342529296875E-05,4.4586181640625E-05
0.061187744140625,0.061187744140625,1.33087158203125E-05,5.694580078125E-05,4.36370849609375E-05
0.06622314453125,0.066192626953125,1.378173828125E-05,5.65185546875E-05,4.273681640625E-05
0.071258544921875,0.071197509765625,1.41632080078125E-05,5.6243896484375E-05,4.20806884765625E-05
0.0762939453125,0.076263427734375,1.44805908203125E-05,5.6121826171875E-05,4.16412353515625E-05
0.081329345703125,0.081207275390625,1.474609375E-05,5.6243896484375E-05,4.1497802734375E-05
0.08636474609375,0.08624267578125,1.49688720703125E-05,5.6640625E-05,4.16717529296875E-05
0.091400146484375,0.091278076171875,1.51702880859375E-05,5.7342529296875E-05,4.21722412109375E-05
0.096435546875,0.096405029296875,1.5374755859375E-05,5.8380126953125E-05,4.300537109375E-05
0.101470947265625,0.101348876953125,1.56036376953125E-05,5.975341796875E-05,4.41497802734375E-05
0.10650634765625,0.10638427734375,1.58843994140625E-05,6.1431884765625E-05,4.55474853515625E-05
0.111541748046875,0.1114501953125,1.62445068359375E-05,6.3385009765625E-05,4.71405029296875E-05
0.1165771484375,0.116455078125,1.66961669921875E-05,6.5521240234375E-05,4.88250732421875E-05
0.121612548828125,0.121490478515625,1.72576904296875E-05,6.77490234375E-05,5.04913330078125E-05
0.12664794921875,0.126495361328125,1.79290771484375E-05,6.9976806640625E-05,5.20477294921875E-05
0.131683349609375,0.131561279296875,1.86920166015625E-05,7.1990966796875E-05,5.32989501953125E-05
0.13671875,0.13653564453125,1.9537353515625E-05,7.379150390625E-05,5.4254150390625E-05
0.141754150390625,0.14166259765625,2.0416259765625E-05,7.5164794921875E-05,5.474853515625E-05
0.14678955078125,0.146636962890625,2.12921142578125E-05,7.611083984375E-05,5.48187255859375E-05
0.151824951171875,0.151641845703125,2.2119140625E-05,7.6568603515625E-05,5.4449462890625E-05
0.1568603515625,0.156707763671875,2.286376953125E-05,7.659912109375E-05,5.37353515625E-05
0.161895751953125,0.1617431640625,2.35137939453125E-05,7.6171875E-05,5.26580810546875E-05
0.16693115234375,0.166748046875,2.40478515625E-05,7.5408935546875E-05,5.1361083984375E-05
0.171966552734375,0.17181396484375,2.44659423828125E-05,7.4371337890625E-05,4.99053955078125E-05
0.177001953125,0.17681884765625,2.4761962890625E-05,7.3150634765625E-05,4.8388671875E-05
0.182037353515625,0.18182373046875,2.49664306640625E-05,7.1746826171875E-05,4.67803955078125E-05
0.18707275390625,0.186859130859375,2.50701904296875E-05,7.03125E-05,4.52423095703125E-05
0.192108154296875,0.19189453125,2.508544921875E-05,6.8817138671875E-05,4.3731689453125E-05
0.1971435546875,0.1968994140625,2.50457763671875E-05,6.7352294921875E-05,4.23065185546875E-05
0.202178955078125,0.20196533203125,2.4945068359375E-05,6.591796875E-05,4.0972900390625E-05
0.20721435546875,0.20703125,2.479248046875E-05,6.4605712890625E-05,3.9813232421875E-05
0.212249755859375,0.212066650390625,2.459716796875E-05,6.33544921875E-05,3.875732421875E-05
0.21728515625,0.217071533203125,2.43682861328125E-05,6.219482421875E-05,3.78265380859375E-05
0.222320556640625,0.222137451171875,2.41241455078125E-05,6.1126708984375E-05,3.70025634765625E-05
0.22735595703125,0.22705078125,2.3846435546875E-05,6.011962890625E-05,3.6273193359375E-05
0.232391357421875,0.23211669921875,2.35565185546875E-05,5.92041015625E-05,3.56475830078125E-05
0.2374267578125,0.2371826171875,2.32635498046875E-05,5.8319091796875E-05,3.50555419921875E-05
0.242462158203125,0.2421875,2.29644775390625E-05,5.7525634765625E-05,3.45611572265625E-05
0.24749755859375,0.247222900390625,2.26654052734375E-05,5.67626953125E-05,3.40972900390625E-05
0.252532958984375,0.25225830078125,2.2369384765625E-05,5.60302734375E-05,3.3660888671875E-05
0.257568359375,0.257232666015625,2.20672607421875E-05,5.535888671875E-05,3.32916259765625E-05
0.262603759765625,0.2623291015625,2.1783447265625E-05,5.4718017578125E-05,3.29345703125E-05
0.26763916015625,0.267333984375,2.149658203125E-05,5.413818359375E-05,3.26416015625E-05
0.272674560546875,0.272369384765625,2.12310791015625E-05,5.3619384765625E-05,3.23883056640625E-05
0.2777099609375,0.277374267578125,2.09716796875E-05,5.3131103515625E-05,3.2159423828125E-05
0.282745361328125,0.282470703125,2.07244873046875E-05,5.267333984375E-05,3.19488525390625E-05
0.28778076171875,0.2874755859375,2.04864501953125E-05,5.230712890625E-05,3.18206787109375E-05
0.292816162109375,0.292449951171875,2.0263671875E-05,5.194091796875E-05,3.167724609375E-05
0.2978515625,0.2974853515625,2.0050048828125E-05,5.1605224609375E-05,3.155517578125E-05
0.302886962890625,0.30255126953125,1.98455810546875E-05,5.133056640625E-05,3.14849853515625E-05
0.30792236328125,0.30755615234375,1.96624755859375E-05,5.1055908203125E-05,3.13934326171875E-05
0.312957763671875,0.312591552734375,1.94915771484375E-05,5.078125E-05,3.12896728515625E-05
0.3179931640625,0.317626953125,1.9317626953125E-05,5.0567626953125E-05,3.125E-05
0.323028564453125,0.32269287109375,1.91619873046875E-05,5.04150390625E-05,3.12530517578125E-05
0.32806396484375,0.32769775390625,1.90185546875E-05,5.023193359375E-05,3.121337890625E-05
0.333099365234375,0.332733154296875,1.88720703125E-05,5.0140380859375E-05,3.1268310546875E-05
0.338134765625,0.337799072265625,1.87530517578125E-05,5.0018310546875E-05,3.12652587890625E-05
0.343170166015625,0.342803955078125,1.8634033203125E-05,4.998779296875E-05,3.1353759765625E-05
0.34820556640625,0.3477783203125,1.8524169921875E-05,4.99267578125E-05,3.1402587890625E-05
0.353240966796875,0.35284423828125,1.8426513671875E-05,4.99267578125E-05,3.1500244140625E-05
0.3582763671875,0.35791015625,1.83380126953125E-05,4.99267578125E-05,3.15887451171875E-05
0.363311767578125,0.362945556640625,1.82647705078125E-05,4.9957275390625E-05,3.16925048828125E-05
0.36834716796875,0.367919921875,1.81915283203125E-05,5.0018310546875E-05,3.18267822265625E-05
0.373382568359375,0.372955322265625,1.81396484375E-05,5.0079345703125E-05,3.1939697265625E-05
0.37841796875,0.378021240234375,1.80908203125E-05,5.0201416015625E-05,3.2110595703125E-05
0.383453369140625,0.383087158203125,1.805419921875E-05,5.0323486328125E-05,3.2269287109375E-05
